Time_of_Breach,Breach_Type,Attack_Vector,Vulnerability_Type,Targeted_System,Data_Exfiltrated,Attack_Successful,Attack_Duration_Hours,Damage_Cost_Dollars,Incident_Response_Time_Minutes,User_Notified,Legal_Action_Taken,Cyber_Hacked
11,SQL Injection,Web,Zero-day,Desktop,True,True,34,33258,53,False,True,False
1,Malware,Email,Misconfiguration,Desktop,True,False,44,964164,117,True,True,False
6,Malware,Network,Known,IoT,True,True,17,667635,223,True,False,False
11,Data Leak,Email,Known,Mobile,False,False,42,636473,201,True,False,True
1,SQL Injection,Insider,Known,Mobile,True,False,23,175072,165,False,True,False
21,Malware,Insider,Zero-day,Server,False,True,41,461970,26,False,False,False
7,Phishing,Web,Zero-day,Server,False,True,9,597870,91,False,False,False
6,Phishing,Physical,Misconfiguration,Mobile,False,False,27,737605,83,False,False,False
14,Data Leak,Insider,Misconfiguration,Server,True,True,17,86225,157,False,False,True
2,SQL Injection,Web,Zero-day,Desktop,True,False,41,772375,74,False,True,False
4,SQL Injection,Insider,Misconfiguration,Desktop,False,True,46,715233,78,False,True,True
11,Malware,Insider,Known,IoT,True,False,17,32695,144,True,True,True
15,Malware,Physical,Known,Desktop,False,False,2,878100,212,True,True,False
18,Phishing,Network,Known,Server,False,True,15,663040,78,True,False,True
1,Data Leak,Web,Misconfiguration,Server,True,True,11,498667,178,False,False,True
3,SQL Injection,Insider,Known,Server,False,False,37,479595,229,True,False,True
3,Malware,Insider,Known,Server,False,True,41,498893,27,True,True,False
7,Malware,Email,Zero-day,Mobile,True,False,9,917401,16,False,False,True
1,Data Leak,Network,Zero-day,Mobile,False,True,14,453025,134,False,False,False
11,Data Leak,Physical,Misconfiguration,Mobile,True,True,8,932264,19,True,False,True
6,Phishing,Web,Zero-day,Mobile,True,True,43,354149,54,True,False,False
20,Data Leak,Insider,Misconfiguration,Desktop,False,True,12,693073,222,True,False,True
3,Phishing,Web,Misconfiguration,Server,False,False,7,1194,206,True,False,False
19,Phishing,Physical,Zero-day,Desktop,True,True,3,267395,53,True,False,False
2,Data Leak,Network,Zero-day,Server,False,False,26,283733,177,False,False,False
18,Data Leak,Email,Misconfiguration,Mobile,True,False,3,922034,199,True,True,True
12,Data Leak,Network,Misconfiguration,Desktop,False,False,46,592524,55,True,True,False
10,Data Leak,Email,Misconfiguration,Server,True,True,4,883561,187,True,False,True
5,Data Leak,Web,Known,Mobile,False,False,32,573744,176,False,True,True
9,Phishing,Network,Known,IoT,True,False,46,112612,161,True,False,False
2,Malware,Network,Zero-day,Server,False,True,14,76836,140,False,True,True
2,SQL Injection,Network,Known,IoT,False,True,3,236216,232,False,False,True
6,SQL Injection,Physical,Known,Server,True,False,13,586695,56,True,False,False
10,Phishing,Web,Misconfiguration,Mobile,True,True,8,743012,121,True,True,False
18,Phishing,Email,Known,Desktop,False,False,38,4890,31,False,False,True
12,Malware,Network,Zero-day,Server,False,False,2,451334,127,False,True,True
4,Data Leak,Web,Known,IoT,False,False,38,5692,49,False,True,False
22,Phishing,Physical,Known,Mobile,False,False,46,212664,218,False,True,True
21,SQL Injection,Physical,Known,Server,True,True,31,701403,177,True,False,False
17,Data Leak,Web,Zero-day,IoT,False,False,39,53969,115,False,False,True
15,Phishing,Email,Zero-day,Server,False,True,27,238008,20,True,False,True
6,Data Leak,Web,Misconfiguration,IoT,True,True,17,501778,194,False,False,False
16,SQL Injection,Web,Known,Server,False,False,35,804802,88,False,True,False
17,Data Leak,Insider,Misconfiguration,Desktop,True,False,46,730371,57,False,True,False
3,Phishing,Physical,Misconfiguration,Desktop,False,False,24,321250,165,True,True,True
10,Phishing,Email,Zero-day,Desktop,True,True,1,594062,225,True,False,False
5,SQL Injection,Insider,Misconfiguration,Desktop,True,True,29,631159,130,False,True,False
14,Malware,Web,Known,Mobile,False,True,26,353834,185,True,False,False
21,Malware,Physical,Misconfiguration,Desktop,True,False,44,452278,195,True,True,True
13,Data Leak,Insider,Zero-day,Server,False,False,35,763691,86,True,False,False
6,Phishing,Insider,Zero-day,Mobile,True,False,44,216587,87,False,True,False
12,Phishing,Email,Zero-day,Server,True,True,24,927078,209,True,True,True
8,SQL Injection,Web,Known,IoT,True,True,46,859909,111,False,False,True
5,SQL Injection,Email,Misconfiguration,Desktop,False,False,33,793924,208,True,True,False
15,Phishing,Insider,Known,Server,False,False,26,714494,176,False,True,True
16,SQL Injection,Insider,Zero-day,Server,True,True,37,640422,177,True,False,True
1,Malware,Email,Known,Server,False,False,39,846764,224,False,True,True
16,Malware,Insider,Zero-day,IoT,True,False,26,684694,169,True,False,False
5,Data Leak,Network,Known,IoT,True,False,38,545266,169,True,False,True
3,SQL Injection,Physical,Known,IoT,False,True,38,249695,206,True,True,False
20,Data Leak,Web,Misconfiguration,Server,True,True,11,616954,53,True,False,True
15,SQL Injection,Physical,Misconfiguration,IoT,False,False,29,618661,202,False,True,False
13,SQL Injection,Web,Zero-day,Desktop,True,True,29,961583,223,False,False,False
16,Malware,Insider,Misconfiguration,IoT,False,True,3,464146,87,True,True,True
23,Phishing,Email,Misconfiguration,IoT,True,False,9,176996,110,True,True,False
11,SQL Injection,Email,Known,Server,True,False,35,280176,165,False,True,True
21,SQL Injection,Insider,Zero-day,Server,True,False,6,761557,92,False,True,True
2,SQL Injection,Web,Known,Server,True,False,9,111872,25,True,True,True
22,Phishing,Insider,Known,Server,True,False,8,997312,18,True,True,False
6,Data Leak,Web,Misconfiguration,Desktop,False,True,27,980405,65,False,False,True
6,Data Leak,Insider,Misconfiguration,Server,False,True,34,46342,52,True,True,False
14,SQL Injection,Insider,Zero-day,Mobile,True,True,24,124532,65,True,True,True
11,SQL Injection,Insider,Misconfiguration,Mobile,True,True,5,812840,62,True,True,False
8,Data Leak,Email,Known,Server,False,True,10,540293,222,False,False,True
8,Data Leak,Web,Misconfiguration,Server,False,False,20,435376,50,True,True,True
1,Malware,Insider,Zero-day,Desktop,True,False,22,35279,39,False,False,True
21,SQL Injection,Physical,Zero-day,Mobile,True,False,12,159236,147,False,True,True
7,Data Leak,Physical,Known,IoT,True,False,44,877638,88,True,False,False
6,Malware,Email,Known,Desktop,True,True,29,375033,83,False,True,True
21,Phishing,Network,Misconfiguration,IoT,True,False,31,132202,119,False,True,False
8,SQL Injection,Email,Zero-day,Server,True,False,6,717534,96,False,False,True
19,Data Leak,Network,Known,Mobile,False,False,46,274954,133,True,False,False
22,SQL Injection,Email,Misconfiguration,IoT,True,False,7,685993,37,True,False,True
21,Malware,Physical,Misconfiguration,Mobile,True,False,33,884843,28,False,True,True
20,Data Leak,Insider,Misconfiguration,IoT,False,True,46,702736,194,False,False,True
8,Phishing,Web,Known,Desktop,False,False,15,246070,101,True,False,False
14,Phishing,Insider,Known,Server,False,True,13,992345,139,True,False,True
18,Malware,Physical,Misconfiguration,Mobile,True,True,24,48568,62,True,False,True
16,Phishing,Web,Misconfiguration,Desktop,False,False,30,315457,113,True,False,True
9,Phishing,Network,Known,Mobile,True,True,33,377030,71,True,False,False
15,Phishing,Network,Zero-day,IoT,False,True,20,216837,175,True,False,False
10,Phishing,Physical,Misconfiguration,IoT,False,False,19,192062,52,True,True,True
22,Phishing,Web,Zero-day,Server,False,True,19,108741,207,True,False,False
16,Phishing,Insider,Zero-day,IoT,True,True,38,92402,20,False,False,False
4,Phishing,Physical,Known,Server,False,False,24,696840,163,False,False,True
20,Data Leak,Network,Known,Server,False,False,5,704781,41,True,False,False
13,Phishing,Physical,Zero-day,Desktop,False,False,22,360661,83,False,False,False
22,Data Leak,Insider,Known,Server,True,True,22,709100,233,True,False,True
5,SQL Injection,Email,Zero-day,Desktop,True,True,28,911010,148,True,False,False
22,Malware,Email,Zero-day,Mobile,True,True,17,330975,54,False,True,True
7,Phishing,Insider,Known,IoT,True,True,31,499274,167,False,False,True
23,Malware,Web,Known,IoT,True,False,47,325146,83,False,True,True
9,Phishing,Physical,Misconfiguration,IoT,False,False,7,698920,204,False,False,False
8,Data Leak,Insider,Known,Server,False,True,17,528555,93,True,True,True
16,Phishing,Email,Misconfiguration,Desktop,True,True,12,368161,60,False,True,False
6,SQL Injection,Network,Known,Desktop,False,True,7,490647,190,True,False,False
16,Malware,Insider,Known,Desktop,False,True,29,862369,180,True,False,False
6,Malware,Insider,Known,Server,True,False,45,861645,75,True,True,True
14,SQL Injection,Insider,Known,IoT,True,True,8,460428,95,False,True,False
21,Data Leak,Email,Zero-day,IoT,True,False,4,472174,31,False,True,True
1,Data Leak,Email,Known,Desktop,False,False,40,174054,62,False,True,False
9,SQL Injection,Insider,Zero-day,Server,True,False,16,615971,47,False,True,True
13,Malware,Insider,Known,IoT,True,True,16,401698,32,False,True,True
19,Phishing,Web,Known,Server,True,False,22,825713,50,False,True,False
17,Data Leak,Network,Zero-day,Mobile,False,False,11,444168,68,False,False,False
11,Phishing,Physical,Known,Mobile,False,True,41,241306,145,True,False,False
8,Malware,Physical,Misconfiguration,Server,False,True,11,124002,103,True,True,True
23,Phishing,Physical,Misconfiguration,Mobile,True,False,5,854837,113,True,True,False
5,SQL Injection,Email,Known,IoT,False,True,42,935819,123,False,False,True
10,Data Leak,Email,Misconfiguration,Desktop,True,True,38,457046,162,True,True,False
7,Data Leak,Web,Misconfiguration,Server,True,True,12,198413,114,True,False,False
10,SQL Injection,Email,Misconfiguration,Mobile,False,True,40,194779,121,True,True,True
4,SQL Injection,Insider,Misconfiguration,Desktop,True,False,25,666398,45,True,True,False
9,Data Leak,Network,Zero-day,IoT,False,False,45,672133,35,False,False,True
14,Data Leak,Network,Zero-day,IoT,True,True,13,582401,142,True,True,False
2,Data Leak,Network,Zero-day,Server,True,False,26,343366,115,False,False,True
9,Malware,Network,Misconfiguration,Desktop,False,False,11,832273,48,False,True,False
21,Malware,Physical,Misconfiguration,IoT,True,False,40,175510,199,True,False,True
1,Malware,Physical,Zero-day,Server,False,False,23,889722,179,True,False,False
23,Phishing,Insider,Misconfiguration,Mobile,False,True,13,389967,15,False,False,True
10,Malware,Web,Zero-day,Desktop,True,True,33,351796,71,True,True,False
10,Data Leak,Email,Zero-day,IoT,True,True,28,510014,69,True,False,True
20,Malware,Email,Zero-day,Mobile,True,False,4,950202,173,False,True,False
22,Data Leak,Physical,Misconfiguration,Desktop,True,True,28,395831,37,False,False,True
3,SQL Injection,Network,Zero-day,Desktop,True,True,34,887168,121,False,False,False
6,Phishing,Insider,Known,Desktop,True,True,10,958820,116,True,True,True
6,Phishing,Web,Zero-day,IoT,True,False,8,428481,127,True,True,True
21,SQL Injection,Physical,Zero-day,Desktop,True,False,9,265060,89,False,False,True
2,Data Leak,Insider,Known,Mobile,True,False,18,910396,62,True,False,False
18,Phishing,Insider,Misconfiguration,IoT,True,False,2,847609,162,False,True,False
23,Malware,Physical,Zero-day,Desktop,True,False,18,989936,115,False,True,False
2,Data Leak,Insider,Known,Mobile,False,True,40,670143,149,False,True,False
12,Phishing,Network,Misconfiguration,IoT,True,True,2,174678,113,True,True,False
22,SQL Injection,Insider,Known,Desktop,True,False,22,748879,144,True,True,True
5,Data Leak,Web,Zero-day,Server,True,True,16,748280,239,True,False,False
20,Phishing,Insider,Known,Server,False,True,37,97093,54,False,True,True
7,SQL Injection,Email,Misconfiguration,Desktop,True,True,32,503783,166,False,True,False
16,Data Leak,Insider,Zero-day,Server,False,True,10,697195,117,False,True,False
20,Malware,Physical,Known,IoT,False,False,41,685342,216,False,False,False
1,Data Leak,Email,Misconfiguration,Desktop,True,True,34,189725,124,True,False,False
1,Malware,Physical,Misconfiguration,Mobile,True,False,16,947075,23,True,True,True
17,Data Leak,Web,Zero-day,Server,True,False,34,766032,136,False,False,True
1,SQL Injection,Network,Zero-day,Desktop,False,False,37,298982,57,True,True,False
21,Malware,Web,Zero-day,IoT,False,False,40,715151,111,False,True,True
20,Malware,Email,Zero-day,Desktop,False,True,34,614128,65,True,False,False
13,Data Leak,Network,Known,Mobile,True,False,44,179851,227,True,False,False
9,Phishing,Insider,Misconfiguration,Mobile,True,True,13,327279,220,True,False,True
15,Malware,Email,Zero-day,Desktop,False,True,37,540837,64,False,True,True
3,Data Leak,Network,Zero-day,Desktop,False,False,12,169187,101,True,False,True
14,SQL Injection,Physical,Zero-day,Desktop,False,False,15,753853,218,True,True,True
23,Data Leak,Network,Known,Desktop,False,False,30,793024,164,True,True,False
11,Data Leak,Physical,Misconfiguration,IoT,True,False,31,524385,106,False,True,True
22,Malware,Physical,Misconfiguration,Desktop,True,False,29,46872,105,True,False,False
12,Phishing,Network,Zero-day,IoT,False,True,34,262445,24,False,False,True
13,SQL Injection,Web,Misconfiguration,Desktop,True,True,32,406721,224,False,False,True
13,Malware,Web,Known,IoT,False,False,44,113809,230,False,True,True
1,Malware,Physical,Misconfiguration,Mobile,False,False,23,530665,209,False,True,False
10,Malware,Email,Zero-day,Server,True,False,10,339590,146,False,True,False
3,SQL Injection,Network,Misconfiguration,Desktop,True,False,8,328755,44,False,False,True
4,Phishing,Email,Known,Desktop,True,False,21,86778,227,False,True,True
16,SQL Injection,Web,Known,Mobile,False,False,11,119392,164,False,True,True
8,SQL Injection,Email,Misconfiguration,Server,False,True,12,712012,106,True,False,True
16,Phishing,Insider,Misconfiguration,Mobile,True,True,39,508119,215,True,True,False
17,SQL Injection,Insider,Zero-day,Mobile,True,False,47,369996,122,True,False,False
19,Data Leak,Web,Zero-day,Desktop,True,False,19,719400,55,False,False,True
22,SQL Injection,Email,Zero-day,Desktop,False,False,34,904113,158,False,False,False
15,Malware,Network,Misconfiguration,Mobile,False,False,38,978851,198,False,False,False
16,SQL Injection,Web,Known,Desktop,True,True,34,863525,83,False,False,False
15,Malware,Insider,Known,Desktop,True,True,46,852643,156,False,False,False
2,SQL Injection,Web,Misconfiguration,Desktop,False,False,26,75849,194,False,True,True
11,Malware,Email,Known,Server,True,True,40,380663,28,True,False,False
1,Malware,Email,Known,Server,False,False,16,902224,189,True,True,False
15,Malware,Email,Misconfiguration,Desktop,True,True,19,56942,30,True,True,False
19,Phishing,Physical,Known,Mobile,False,True,29,589620,117,False,False,False
4,SQL Injection,Email,Misconfiguration,Server,False,False,45,695467,57,True,False,False
11,SQL Injection,Insider,Zero-day,Mobile,True,False,38,839622,82,True,True,True
5,Data Leak,Insider,Known,IoT,True,True,36,896689,179,False,False,True
3,Data Leak,Physical,Misconfiguration,IoT,False,True,21,841587,156,False,False,True
13,Data Leak,Insider,Known,Desktop,True,True,10,585673,55,False,False,False
10,SQL Injection,Insider,Known,Mobile,True,True,47,570947,101,True,False,True
11,Phishing,Web,Zero-day,Mobile,True,True,23,367468,87,True,True,True
18,Malware,Email,Misconfiguration,IoT,False,False,44,770371,166,True,False,True
2,SQL Injection,Web,Zero-day,Server,False,False,44,750560,89,True,False,True
7,Phishing,Web,Known,Mobile,False,True,7,244758,234,True,True,True
9,Phishing,Insider,Known,Mobile,True,True,38,109042,33,False,False,False
10,SQL Injection,Network,Known,Server,False,True,5,360585,225,True,True,False
18,Malware,Email,Misconfiguration,Desktop,True,False,19,608694,26,False,True,False
23,Phishing,Network,Zero-day,IoT,True,False,46,538138,61,False,False,False
7,SQL Injection,Insider,Misconfiguration,Mobile,False,False,33,828908,112,True,False,True
7,Malware,Physical,Known,Desktop,False,True,24,54551,154,False,True,True
3,Data Leak,Web,Zero-day,Desktop,False,True,43,610236,145,True,False,True
12,Phishing,Insider,Known,Desktop,True,False,23,441743,172,False,False,True
7,Phishing,Insider,Zero-day,Server,True,False,22,382318,200,True,False,False
17,SQL Injection,Network,Misconfiguration,Desktop,False,False,36,184138,125,False,False,False
